Weather_ID,Place_ID,Year,Month_Number,Month_Name,Season,Average_Temperature_C,Minimum_Temperature_C,Maximum_Temperature_C,Humidity_Percentage,Rainfall_mm,Wind_Speed_kmph,Weather_Condition,Air_Quality_Index,UV_Index,Visibility_KM,Sunrise_Time,Sunset_Time,Tourism_Suitability,Weather_Warning,Created_Date,Updated_Date
WT000401,MP034,2024,5,May,Summer,26.1,15.7,33.6,75,85.7,5.9,Rainy,95,6,11.3,05:47 Ayuk,06:12 Nungthil,Moderate,No,18-01-2024,22-04-2025
WT000588,MP049,2024,12,December,Winter,12.9,8.1,22.3,78,0,3.9,Rainy,59,5,3.9,05:55 Ayuk,05:48 Nungthil,Excellent,No,24-12-2024,14-05-2025
WT000016,MP002,2024,4,April,Spring,23.3,12.9,29.5,67,62,4.8,Cloudy,71,6,6.4,06:19 Ayuk,06:12 Nungthil,Good,No,24-04-2024,05-04-2026
WT000477,MP040,2023,9,September,Monsoon,23.6,14.9,30,89,101.4,7.3,Heavy Rain,68,9,10,04:32 Ayuk,06:17 Nungthil,Poor,No,14-09-2025,23-06-2025
WT000446,MP038,2025,2,February,Winter,17.1,9.4,23.9,57,43.4,5.7,Partly Cloudy,62,9,3.4,04:37 Ayuk,05:23 Nungthil,Excellent,No,24-02-2024,02-05-2025
WT000700,MP059,2025,4,April,Spring,24,13,29.9,53,28.2,7.5,Cloudy,57,3,6.9,05:34 Ayuk,06:15 Nungthil,Good,No,08-12-2023,12-12-2025
WT000261,MP022,2025,9,September,Monsoon,24.2,15.8,30.3,87,115.7,5.9,Heavy Rain,74,8,5.9,06:51 Ayuk,06:13 Nungthil,Poor,No,12-01-2023,15-01-2026
WT000098,MP009,2025,2,February,Winter,15.5,9.9,22.9,67,44,6.4,Rainy,149,9,3.7,04:46 Ayuk,07:19 Nungthil,Excellent,No,10-02-2024,14-04-2026
WT000443,MP037,2024,11,November,Autumn,18.8,10.4,26.2,69,0,4.6,Heavy Rain,121,5,10.9,05:39 Ayuk,06:19 Nungthil,Good,No,10-07-2025,18-09-2025
WT000151,MP013,2023,7,July,Monsoon,27.4,17.9,30.6,81,261.4,8.9,Sunny,124,3,4.5,05:42 Ayuk,06:42 Nungthil,Poor,Flood Warning,13-09-2025,05-07-2026
WT000422,MP036,2024,2,February,Winter,15.7,8.3,22.6,74,6.4,4.5,Cloudy,98,6,2.4,04:51 Ayuk,05:11 Nungthil,Excellent,No,20-08-2024,03-02-2025
WT000061,MP006,2023,1,January,Winter,15.1,8.6,22,67,0,8.2,Clear,105,9,2.2,06:16 Ayuk,07:09 Nungthil,Excellent,No,08-02-2025,09-12-2025
WT000613,MP052,2023,1,January,Winter,14.2,7.7,20.7,75,0,6.6,Partly Cloudy,68,9,5.7,05:31 Ayuk,07:41 Nungthil,Excellent,No,18-01-2025,25-11-2026
WT000461,MP039,2025,5,May,Summer,24.7,15.5,33.4,68,45.6,7.3,Partly Cloudy,116,6,11.8,06:08 Ayuk,07:17 Nungthil,Moderate,No,12-12-2025,12-12-2025
WT000600,MP050,2025,12,December,Winter,13.2,6.5,20.9,62,10.8,3.7,Sunny,130,6,6,04:25 Ayuk,05:23 Nungthil,Excellent,No,06-04-2023,03-12-2026
WT000845,MP041,2025,1,January,Winter,15.7,9.5,20.6,61,1.8,8.8,Sunny,106,9,3.8,06:06 Ayuk,06:30 Nungthil,Excellent,No,05-01-2025,09-01-2026
WT000720,MP060,2023,12,December,Winter,14.3,7.2,21.2,63,25,6.9,Windy,138,10,9.6,05:38 Ayuk,07:26 Nungthil,Excellent,No,02-09-2024,22-10-2026
WT000315,MP027,2024,3,March,Spring,21.4,11.6,28.9,60,52.4,7.8,Cloudy,134,7,8.8,06:58 Ayuk,07:33 Nungthil,Good,No,16-03-2025,19-05-2025
WT000076,MP007,2024,4,April,Spring,24.5,12.8,30.9,69,66,7.1,Clear,145,5,11.5,05:22 Ayuk,05:08 Nungthil,Good,No,13-07-2025,24-06-2025
WT000032,MP003,2025,8,August,Monsoon,27.5,17.9,29.8,76,185.8,7.5,Cloudy,114,10,5.6,05:14 Ayuk,07:44 Nungthil,Poor,No,17-08-2023,03-06-2026
WT000517,MP044,2023,1,January,Winter,13.8,6.6,21.1,65,45.2,6.5,Sunny,74,4,4.3,06:36 Ayuk,07:25 Nungthil,Excellent,No,01-06-2024,20-08-2025
WT000122,MP011,2023,2,February,Winter,17.4,9.1,25.1,59,0,7.7,Windy,109,7,6.2,04:31 Ayuk,05:20 Nungthil,Excellent,No,12-08-2023,02-08-2026
WT000169,MP015,2025,1,January,Winter,14.5,7.1,22,77,8.7,8.2,Rainy,107,4,5.5,04:50 Ayuk,05:22 Nungthil,Excellent,No,06-05-2025,08-08-2025
WT000052,MP005,2024,4,April,Spring,21.8,15.4,32.1,54,70.2,7.8,Rainy,73,3,4.6,04:02 Ayuk,07:39 Nungthil,Good,No,05-08-2024,16-07-2026
WT000692,MP058,2023,8,August,Monsoon,27.3,15.5,30.5,94,220.7,8.7,Foggy,84,7,3.1,04:37 Ayuk,05:53 Nungthil,Poor,Flood Warning,04-10-2024,23-03-2026
WT000512,MP043,2023,8,August,Monsoon,25.2,15.4,29.5,95,190.5,6.3,Sunny,86,7,3.4,04:39 Ayuk,06:12 Nungthil,Poor,Flood Warning,17-03-2023,21-07-2026
WT000502,MP042,2023,10,October,Autumn,20.5,13.6,27.1,79,71.3,5,Windy,111,3,5.8,06:48 Ayuk,05:52 Nungthil,Good,No,11-07-2023,13-03-2025
WT000400,MP034,2025,4,April,Spring,24,14.2,32.4,56,15.6,7.6,Foggy,134,10,8.2,05:27 Ayuk,07:18 Nungthil,Good,No,13-10-2025,25-12-2025
WT000486,MP041,2024,6,June,Summer,26,17.8,35.3,68,172.9,7.9,Partly Cloudy,110,9,5.5,06:02 Ayuk,05:40 Nungthil,Moderate,No,06-08-2023,02-02-2025
WT000814,MP068,2023,10,October,Autumn,21.4,13.9,29,63,84.2,6.2,Cloudy,105,5,10.7,04:44 Ayuk,06:45 Nungthil,Good,No,11-04-2024,07-02-2025
WT000572,MP048,2023,8,August,Monsoon,26.5,18,30.5,94,216.4,8.5,Heavy Rain,65,4,9.9,06:47 Ayuk,05:47 Nungthil,Poor,Flood Warning,04-12-2023,06-08-2026
WT000042,MP004,2025,6,June,Summer,27.2,17.3,34.9,82,131.9,7,Heavy Rain,63,4,6.5,04:43 Ayuk,07:40 Nungthil,Moderate,No,18-05-2023,11-01-2026
WT000131,MP011,2023,11,November,Autumn,18.3,9.7,23.9,62,1.2,4.7,Sunny,125,8,6.1,05:42 Ayuk,07:16 Nungthil,Good,No,13-10-2025,06-06-2026
WT000305,MP026,2023,5,May,Summer,24.7,15.4,32.5,65,40,5.8,Heavy Rain,133,6,7.9,06:12 Ayuk,06:01 Nungthil,Moderate,No,22-09-2024,19-11-2025
WT000721,MP061,2023,1,January,Winter,15,6.6,22.9,59,26.8,6.1,Partly Cloudy,50,10,3.2,06:29 Ayuk,05:43 Nungthil,Excellent,No,13-10-2023,06-03-2026
WT000294,MP025,2024,6,June,Summer,28.4,19.3,34.8,76,163.6,9.9,Windy,108,5,10.2,04:19 Ayuk,06:31 Nungthil,Moderate,Heavy Rain Alert,24-08-2023,13-04-2025
WT000308,MP026,2025,8,August,Monsoon,25.7,15.4,32.2,81,183.1,8.3,Foggy,121,9,5.9,05:52 Ayuk,07:52 Nungthil,Poor,Flood Warning,01-10-2024,16-06-2025
WT000166,MP014,2025,10,October,Autumn,20.7,11.9,27.6,79,22.5,4.7,Sunny,98,10,7.9,05:43 Ayuk,06:55 Nungthil,Good,No,20-04-2024,17-02-2026
WT000427,MP036,2023,7,July,Monsoon,27.7,18.1,30.7,75,214.8,8.7,Sunny,61,9,2.1,06:45 Ayuk,05:02 Nungthil,Poor,Flood Warning,21-08-2025,20-11-2026
WT000599,MP050,2023,11,November,Autumn,18,10.9,24,71,21.8,4.4,Clear,73,6,9.3,06:20 Ayuk,05:05 Nungthil,Good,No,01-02-2023,25-09-2026
WT000639,MP054,2025,3,March,Spring,18.8,9.5,28.5,61,39.6,6.4,Heavy Rain,85,4,8.1,06:54 Ayuk,05:37 Nungthil,Good,No,10-09-2024,20-03-2025
WT000146,MP013,2024,2,February,Winter,15.1,8.5,22.9,71,0,4.1,Rainy,56,7,2.8,06:40 Ayuk,07:58 Nungthil,Excellent,No,04-01-2024,05-09-2026
WT000343,MP029,2025,7,July,Monsoon,26.2,16.1,31.1,85,223.8,8.6,Cloudy,69,6,11.9,04:42 Ayuk,05:42 Nungthil,Poor,Flood Warning,16-02-2025,07-04-2026
WT000137,MP012,2023,5,May,Summer,26,17.1,33.9,76,59.6,5.1,Cloudy,122,4,2.6,05:59 Ayuk,06:13 Nungthil,Moderate,No,18-07-2024,18-07-2026
WT000171,MP015,2025,3,March,Spring,20.3,12,28.7,60,45.4,5,Sunny,63,8,7.9,05:08 Ayuk,07:20 Nungthil,Good,No,21-07-2024,24-01-2026
WT000376,MP032,2024,4,April,Spring,21.7,15.3,31.5,59,61.2,7.7,Heavy Rain,146,7,8.8,06:56 Ayuk,05:09 Nungthil,Good,No,07-01-2023,11-06-2026
WT000755,MP063,2025,11,November,Autumn,17.8,9.8,24.7,63,43.7,5.5,Sunny,137,9,3.9,04:44 Ayuk,07:40 Nungthil,Good,No,07-11-2023,14-09-2025
WT000536,MP045,2024,8,August,Monsoon,26.8,17.8,31.9,77,214.4,9.2,Clear,110,7,4.5,06:29 Ayuk,05:10 Nungthil,Poor,Flood Warning,16-01-2023,03-07-2026
WT000463,MP039,2024,7,July,Monsoon,26.5,18.4,30.7,92,199.9,7.7,Heavy Rain,131,4,10.8,04:57 Ayuk,05:35 Nungthil,Poor,Flood Warning,12-08-2023,21-03-2026
WT000200,MP017,2023,8,August,Monsoon,27.3,17.8,31.1,91,241.4,9.4,Windy,99,4,2.7,06:10 Ayuk,06:15 Nungthil,Poor,Flood Warning,23-08-2025,16-11-2026
WT000208,MP018,2023,4,April,Spring,22.6,13.5,30.4,63,70.5,4.9,Cloudy,100,6,4.8,05:59 Ayuk,07:14 Nungthil,Good,No,16-05-2024,02-11-2026
WT000503,MP042,2025,11,November,Autumn,19.3,11.3,23.8,71,13.8,4.1,Clear,127,5,8.7,05:02 Ayuk,07:30 Nungthil,Good,No,05-11-2025,01-05-2025
WT000237,MP020,2025,9,September,Monsoon,26.2,13.5,30.8,72,163,7.8,Clear,81,3,8.9,04:08 Ayuk,05:08 Nungthil,Poor,No,12-12-2023,20-09-2026
WT000438,MP037,2025,6,June,Summer,25.5,17.1,32.6,83,198,9.2,Foggy,63,4,7.6,05:43 Ayuk,06:35 Nungthil,Moderate,Heavy Rain Alert,06-02-2024,08-02-2026
WT000282,MP024,2024,6,June,Summer,28.2,19.4,32.9,76,156.1,7.5,Cloudy,103,3,6.6,04:19 Ayuk,05:27 Nungthil,Moderate,Flood Warning,17-08-2023,11-03-2025
WT000233,MP020,2023,5,May,Summer,24.5,15.8,31.7,65,74,6.8,Heavy Rain,140,3,11.2,04:39 Ayuk,07:14 Nungthil,Moderate,No,18-02-2025,22-09-2025
WT000006,MP001,2023,6,June,Summer,27.2,18,33.9,71,175.9,6.8,Clear,90,4,8.9,04:13 Ayuk,07:19 Nungthil,Moderate,Flood Warning,21-08-2023,04-06-2026
WT000571,MP048,2024,7,July,Monsoon,26.8,18.3,32.4,92,202.9,6.7,Clear,135,8,4.5,04:15 Ayuk,06:49 Nungthil,Poor,Flood Warning,14-04-2023,01-12-2026
WT000379,MP032,2025,7,July,Monsoon,27.2,17,30.8,94,202.5,8.6,Windy,75,5,5.9,05:45 Ayuk,06:53 Nungthil,Poor,Flood Warning,17-08-2023,13-05-2026
WT000361,MP031,2023,1,January,Winter,15,9.1,21,76,5.9,8.4,Windy,82,4,5.3,06:57 Ayuk,07:51 Nungthil,Excellent,No,10-07-2024,05-03-2026
WT000791,MP066,2024,11,November,Autumn,19.3,9.2,24.3,58,14.1,4.7,Cloudy,56,7,2.9,04:05 Ayuk,05:03 Nungthil,Good,No,02-11-2025,16-06-2025
WT000100,MP009,2025,4,April,Spring,24.1,13.6,29.5,68,12.5,6.9,Foggy,75,4,9.6,04:05 Ayuk,07:47 Nungthil,Good,No,10-11-2024,17-08-2025
WT000603,MP051,2023,3,March,Spring,21.1,11,27.4,62,0,7.9,Cloudy,117,3,2.9,04:42 Ayuk,07:10 Nungthil,Good,No,24-09-2025,11-08-2025
WT000440,MP037,2024,8,August,Monsoon,26.7,15.5,30.8,93,230.4,8.2,Partly Cloudy,105,7,8.3,04:02 Ayuk,05:47 Nungthil,Poor,Flood Warning,07-02-2025,03-08-2026
WT000117,MP010,2023,9,September,Monsoon,25.1,13.6,29.5,81,134.2,5.9,Cloudy,87,5,2.7,05:51 Ayuk,07:19 Nungthil,Poor,No,11-07-2024,18-04-2026
WT000348,MP029,2023,12,December,Winter,13.5,7.2,21.2,66,14.3,6.2,Cloudy,91,10,8.8,05:43 Ayuk,06:09 Nungthil,Excellent,No,20-04-2024,21-02-2025
WT000686,MP058,2024,2,February,Winter,15.2,8.7,23.4,55,54.8,5.7,Cloudy,102,6,9.9,06:54 Ayuk,06:28 Nungthil,Excellent,No,02-08-2024,20-05-2025
WT000804,MP067,2024,12,December,Winter,14.1,6.9,19.6,65,0,6.9,Rainy,112,9,8.5,05:17 Ayuk,06:47 Nungthil,Excellent,No,06-04-2025,24-06-2026
WT000248,MP021,2025,8,August,Monsoon,26.2,15.7,30.6,80,247,6.2,Foggy,142,5,6.6,04:16 Ayuk,05:00 Nungthil,Poor,Flood Warning,18-04-2023,12-11-2025
WT000549,MP046,2023,9,September,Monsoon,25,13.6,29.3,75,92.9,5.2,Rainy,98,7,2.1,05:40 Ayuk,06:57 Nungthil,Moderate,No,24-08-2024,15-04-2025
WT000627,MP053,2023,3,March,Spring,19.2,10.2,27.3,52,37.3,7.2,Partly Cloudy,70,7,6,06:45 Ayuk,07:14 Nungthil,Good,No,13-11-2025,07-04-2025
WT000355,MP030,2023,7,July,Monsoon,27.6,16.5,30.6,81,211.1,8.5,Clear,83,8,4.9,05:46 Ayuk,05:19 Nungthil,Poor,Flood Warning,11-06-2023,25-08-2026
WT000153,MP013,2023,9,September,Monsoon,26.5,15.9,29.2,70,122.9,7.3,Heavy Rain,122,5,10.3,05:50 Ayuk,06:44 Nungthil,Poor,No,17-09-2023,16-03-2025
WT000328,MP028,2024,4,April,Spring,23.9,14.9,31.3,56,64.3,7.6,Foggy,126,8,8.5,04:55 Ayuk,06:45 Nungthil,Good,No,15-01-2023,12-07-2026
WT000831,MP070,2024,3,March,Spring,19.6,10.4,29.2,67,18.6,6.9,Foggy,90,8,6.3,04:07 Ayuk,05:56 Nungthil,Good,No,06-11-2023,25-09-2026
WT000062,MP006,2024,2,February,Winter,15.2,9.8,23.8,61,49.6,5,Sunny,112,10,8.9,04:14 Ayuk,06:45 Nungthil,Excellent,No,23-07-2024,08-06-2026
WT000566,MP048,2023,2,February,Winter,16.3,8.5,24.6,73,59.8,4.5,Windy,129,3,9,04:18 Ayuk,07:52 Nungthil,Excellent,No,17-02-2023,21-03-2025
WT000058,MP005,2025,10,October,Autumn,21.9,13.8,27.6,79,40.7,5.5,Clear,99,4,11.8,05:31 Ayuk,06:51 Nungthil,Good,No,03-08-2023,06-10-2026
WT000812,MP068,2025,8,August,Monsoon,26.6,17.5,31.7,82,196.6,8,Heavy Rain,147,3,7,04:46 Ayuk,07:41 Nungthil,Poor,Heavy Rain Alert,16-08-2024,25-12-2025
WT000806,MP068,2024,2,February,Winter,15.6,8.2,24.4,74,59.6,7,Foggy,123,5,9.8,05:30 Ayuk,07:52 Nungthil,Excellent,No,25-06-2023,21-06-2025
WT000049,MP005,2024,1,January,Winter,14.7,7,21.5,62,0,5.3,Foggy,65,6,11.8,06:54 Ayuk,05:23 Nungthil,Excellent,No,02-10-2023,18-01-2025
WT000123,MP011,2023,3,March,Spring,21.2,11.8,26.7,66,39,6.3,Foggy,89,3,7.8,06:15 Ayuk,05:58 Nungthil,Good,No,04-09-2023,11-07-2026
WT000125,MP011,2023,5,May,Summer,26.5,14.5,31.8,69,97.1,5.5,,135,4,3.1,06:17 Ayuk,07:52 Nungthil,Moderate,,05-06-2023,09-10-2026
WT000075,MP007,2025,3,March,Spring,19.6,9.7,29.3,64,54.5,6.5,Heavy Rain,76,9,4.5,05:10 Ayuk,07:59 Nungthil,Good,No,04-11-2025,15-09-2026
WT000054,MP005,2024,6,June,Summer,27.5,18.3,35.3,83,179.6,8.3,Cloudy,52,3,3.8,05:10 Ayuk,05:50 Nungthil,Moderate,Flood Warning,20-01-2023,14-06-2026
WT000145,MP013,2025,1,January,Winter,15,23.9,6.1,65,32.7,6.6,Foggy,111,6,7.5,04:02 Ayuk,07:19 Nungthil,Excellent,No,16-08-2025,07-09-2025
WT000465,MP039,2024,9,September,Monsoon,24,15.4,28.7,84,133.8,5.2,Windy,64,4,6,04:13 Ayuk,07:14 Nungthil,Poor,No,02-09-2024,11-06-2025
WT000437,MP037,2023,5,May,Summer,25.3,15.7,33.3,72,53.8,7.2,Windy,127,5,4.1,04:07 Ayuk,05:26 Nungthil,Moderate,No,14-03-2024,18-08-2026
WT000656,MP055,2023,8,August,Monsoon,25,15.4,32.5,79,202.8,9.4,Windy,92,7,9.1,04:13 Ayuk,06:35 Nungthil,Poor,Flood Warning,14-01-2025,11-10-2025
WT000047,MP004,2024,11,November,Autumn,18.2,11.4,25.9,68,22.2,3.9,Cloudy,102,5,9.1,06:03 Ayuk,05:24 Nungthil,Good,No,18-01-2025,21-11-2026
WT000531,MP045,2025,3,March,Spring,20.7,10.4,27.7,54,29.6,7.4,Sunny,76,5,8.1,05:27 Ayuk,07:32 Nungthil,Good,No,23-10-2023,08-04-2026
WT000063,MP006,2025,3,March,Spring,19.5,11.4,27.2,61,38.1,5.5,Sunny,128,3,7.2,05:40 Ayuk,07:40 Nungthil,Good,No,10-01-2024,22-07-2025
WT000526,MP044,2024,10,October,Autumn,21.1,13.1,27.7,78,76.7,4.8,Windy,64,6,11.9,06:25 Ayuk,06:28 Nungthil,Good,No,25-07-2023,24-03-2026
WT000402,MP034,2024,6,June,Summer,26.2,18,34.3,76,142.9,8.8,Cloudy,56,4,10.1,04:17 Ayuk,05:02 Nungthil,Moderate,No,06-01-2025,10-10-2025
WT000026,MP003,2024,2,February,Winter,17,9.5,25.2,74,15.2,6.5,Partly Cloudy,134,4,2.2,06:10 Ayuk,05:09 Nungthil,Excellent,No,15-02-2023,25-05-2026
WT000511,MP043,2023,7,July,Monsoon,27.1,18,33.4,79,263.6,9.9,Sunny,128,4,10.3,04:06 Ayuk,07:50 Nungthil,Poor,Flood Warning,18-09-2024,09-11-2025
WT000023,MP002,2024,11,November,Autumn,17.5,9.6,26.5,67,27.6,4,Heavy Rain,117,5,10.6,05:42 Ayuk,07:00 Nungthil,Good,No,12-02-2025,13-06-2025
WT000179,MP015,2025,11,November,Autumn,16.9,9.9,24.8,66,53.7,5.7,Partly Cloudy,69,7,8.9,05:36 Ayuk,06:28 Nungthil,Good,No,06-01-2025,07-12-2026
WT000751,MP063,2023,7,July,Monsoon,26.7,18.3,32.5,91,249,7.1,Heavy Rain,141,9,8.2,05:43 Ayuk,05:27 Nungthil,Poor,Flood Warning,16-06-2023,23-02-2026
WT000482,MP041,2025,2,February,Winter,15.4,8.7,24.4,64,19.1,7,Cloudy,52,10,8.6,06:13 Ayuk,05:39 Nungthil,Excellent,No,12-09-2023,23-11-2025
WT000667,MP056,2024,7,July,Monsoon,25.9,16.8,33,94,200.9,6.4,Rainy,98,4,4.3,04:27 Ayuk,05:17 Nungthil,Poor,Flood Warning,16-11-2025,25-01-2026
WT000041,MP004,2023,5,May,Summer,26.9,15.5,31.9,67,106.2,7.5,Cloudy,102,8,5.2,05:07 Ayuk,05:04 Nungthil,Moderate,No,25-03-2025,04-01-2025
WT000676,MP057,2025,4,April,Spring,22,15,32,65,31.5,4.3,Partly Cloudy,98,5,7.9,04:50 Ayuk,05:41 Nungthil,Good,No,12-08-2024,19-12-2025
WT000326,MP028,2024,2,February,Winter,16.6,9.5,24.7,72,36.9,6.9,Rainy,77,6,6.6,04:45 Ayuk,05:25 Nungthil,Excellent,No,08-03-2024,15-09-2026
WT000548,MP046,2024,8,August,Monsoon,25.4,17.3,30.8,76,241,6.2,Clear,112,10,6.4,05:30 Ayuk,06:31 Nungthil,Poor,Flood Warning,15-06-2024,23-04-2025
WT000558,MP047,2023,6,June,Summer,26.8,17.9,32.7,80,198.8,6.3,Rainy,88,10,2.3,05:38 Ayuk,05:00 Nungthil,Moderate,Flood Warning,11-08-2025,14-01-2026
WT000711,MP060,2024,3,March,Spring,20.8,10.5,29.2,56,40.8,6.7,Foggy,121,5,9.1,06:11 Ayuk,06:16 Nungthil,Good,No,10-09-2024,20-12-2026
WT000580,MP049,2025,4,April,Spring,21.7,15,30.8,66,16.9,6.2,Foggy,136,6,10.1,04:40 Ayuk,06:07 Nungthil,Good,No,19-10-2025,01-12-2025
WT000223,MP019,2023,7,July,Monsoon,27.6,16.7,33.1,81,198.9,9,Heavy Rain,84,8,7.7,06:13 Ayuk,05:49 Nungthil,Poor,Heavy Rain Alert,21-02-2025,19-07-2025
WT000393,MP033,2025,9,September,Monsoon,26.2,14.1,30.1,87,142,5.1,Foggy,109,9,7.8,04:14 Ayuk,06:09 Nungthil,Poor,No,13-07-2025,01-04-2026
WT000110,MP010,2025,2,February,Winter,17.4,8.4,25,66,30.6,6,Sunny,100,3,5.4,06:17 Ayuk,05:20 Nungthil,Excellent,No,22-09-2024,18-10-2026
WT000128,MP011,2023,8,August,Monsoon,26.1,16.5,31,76,198.8,7.1,Heavy Rain,90,10,4.6,05:03 Ayuk,06:16 Nungthil,Poor,No,17-11-2024,18-10-2026
WT000404,MP034,2025,8,August,Monsoon,24.8,15.5,31.8,93,243,7.7,Windy,69,7,10.2,06:51 Ayuk,06:09 Nungthil,Poor,Flood Warning,05-07-2023,21-09-2025
WT000668,MP056,2023,8,August,Monsoon,25.3,17.5,29.7,81,177.2,7.9,Foggy,125,9,9,06:29 Ayuk,05:34 Nungthil,Poor,No,14-04-2024,21-08-2026
WT000546,MP046,2023,6,June,Summer,26.8,16.7,32.6,71,151.9,7.4,Clear,124,7,11.3,04:34 Ayuk,06:06 Nungthil,Moderate,Heavy Rain Alert,24-06-2025,17-09-2025
WT000419,MP035,2023,11,November,Autumn,17.2,10.9,24.3,60,16.8,4.5,Cloudy,72,9,2.9,05:00 Ayuk,05:41 Nungthil,Good,No,05-06-2025,19-04-2026
WT000678,MP057,2023,6,June,Summer,25.8,19,34.5,80,149.8,7.1,Foggy,78,5,6.3,05:58 Ayuk,06:57 Nungthil,Moderate,No,18-09-2023,18-04-2026
WT000803,MP067,2025,11,November,Autumn,17.3,10.1,25,65,0,3.2,Cloudy,145,4,5.3,04:05 Ayuk,05:34 Nungthil,Good,No,09-02-2024,07-03-2025
WT000509,MP043,2025,5,May,Summer,27.1,15.8,34.4,77,71.3,8.6,Clear,93,10,10.8,05:06 Ayuk,07:06 Nungthil,Moderate,No,09-05-2024,17-04-2026
WT000273,MP023,2025,9,September,Monsoon,25.3,13.7,29.8,75,120.4,7.3,Clear,102,3,6.6,04:08 Ayuk,06:25 Nungthil,Poor,No,12-03-2023,23-09-2025
WT000757,MP064,2023,1,January,Winter,15.8,7.1,20.8,60,25.2,6.7,Cloudy,74,5,2.2,06:00 Ayuk,06:14 Nungthil,Excellent,No,21-04-2024,02-03-2025
WT000250,MP021,2024,10,October,Autumn,23.1,12.8,27.5,68,82.7,3.6,,146,6,3.3,06:03 Ayuk,06:35 Nungthil,Good,,01-01-2023,05-03-2026
WT000101,MP009,2024,5,May,Summer,24.9,17.1,32.4,78,89.7,6.3,Partly Cloudy,82,7,10.5,04:48 Ayuk,05:44 Nungthil,Moderate,No,22-05-2024,01-03-2026
WT000165,MP014,2025,9,September,Monsoon,23.7,15.1,29.4,81,119.6,6.2,Windy,126,6,4.7,05:38 Ayuk,06:37 Nungthil,Poor,No,08-11-2024,01-03-2026
WT000834,MP070,2023,6,June,Summer,27.1,18,32.8,80,173.3,7.1,Sunny,107,4,10,04:16 Ayuk,07:37 Nungthil,Moderate,Heavy Rain Alert,02-03-2025,05-02-2025
WT000747,MP063,2023,3,March,Spring,20.8,10.6,26.9,55,59.5,7.5,Sunny,71,10,10.2,05:27 Ayuk,06:53 Nungthil,Good,No,14-03-2025,05-12-2025
WT000112,MP010,2024,4,April,Spring,24,12.9,31.8,64,26.1,7.4,Partly Cloudy,117,3,6.8,05:26 Ayuk,07:53 Nungthil,Good,No,05-10-2024,08-08-2026
WT000705,MP059,2023,9,September,Monsoon,24,13.6,30.6,89,108.8,5.9,Clear,83,3,4.1,06:57 Ayuk,05:11 Nungthil,Poor,No,18-01-2025,17-11-2026
WT000718,MP060,2023,10,October,Autumn,20.9,12.3,27.1,73,23.3,5.6,Clear,63,9,5.6,06:47 Ayuk,06:33 Nungthil,Good,No,03-07-2024,21-09-2026
WT000808,MP068,2024,4,April,Spring,22.9,14.6,31.1,52,26.6,7.8,Heavy Rain,94,4,8.1,05:58 Ayuk,06:00 Nungthil,Good,No,05-03-2025,08-08-2025
WT000614,MP052,2025,2,February,Winter,17.2,7.6,22.6,67,39,5.6,Windy,102,10,8.1,04:20 Ayuk,06:02 Nungthil,Excellent,No,22-12-2025,02-09-2025
WT000735,MP062,2024,3,March,Spring,21.4,9.8,28.1,66,41.7,5,Sunny,64,10,5.5,06:22 Ayuk,06:45 Nungthil,Good,No,14-06-2024,25-03-2025
WT000337,MP029,2024,1,January,Winter,14.8,9.1,23,66,0,7.6,Heavy Rain,70,7,6.6,06:16 Ayuk,07:43 Nungthil,Excellent,No,13-09-2025,15-06-2026
WT000350,MP030,2025,2,February,Winter,16.4,9,24,56,49.4,5.4,Partly Cloudy,51,8,2.9,05:04 Ayuk,07:45 Nungthil,Excellent,No,24-08-2024,22-05-2026
WT000265,MP023,2024,1,January,Winter,14.9,22.9,6.9,64,0,6.8,Sunny,124,4,8.5,04:38 Ayuk,06:46 Nungthil,Excellent,No,11-02-2025,24-02-2026
WT000448,MP038,2024,4,April,Spring,23,14,31.7,53,37.2,7.9,Clear,110,7,7.4,06:54 Ayuk,05:58 Nungthil,Good,No,13-06-2023,01-05-2025
WT000714,MP060,2024,6,June,Summer,26,17.6,34,78,145.5,8.7,Sunny,86,6,7.8,04:47 Ayuk,05:09 Nungthil,Moderate,No,13-09-2024,03-12-2026
WT000764,MP064,2024,8,August,Monsoon,26.7,17.7,31,81,225.1,6.1,Partly Cloudy,125,4,2.1,05:32 Ayuk,06:32 Nungthil,Poor,Flood Warning,18-11-2024,09-06-2026
WT000268,MP023,2024,4,April,Spring,22.4,14.3,30.8,70,46.5,7.3,Foggy,87,9,6.7,04:42 Ayuk,05:20 Nungthil,Good,No,18-07-2025,21-09-2026
WT000774,MP065,2025,6,June,Summer,27.2,18.7,33.7,86,151.4,8.8,Rainy,53,7,4.1,04:49 Ayuk,07:53 Nungthil,Moderate,Flood Warning,01-07-2024,25-11-2025
WT000701,MP059,2023,5,May,Summer,26.2,16.9,32.9,75,99.8,6.2,Foggy,107,8,5.9,04:08 Ayuk,05:51 Nungthil,Moderate,No,13-10-2023,11-11-2026
WT000659,MP055,2023,11,November,Autumn,17.3,9,24.3,66,36.7,3,Cloudy,134,6,8.4,05:56 Ayuk,05:47 Nungthil,Good,No,04-08-2023,11-03-2026
WT000817,MP069,2023,1,January,Winter,14,8,22.6,67,48.5,8.7,Sunny,102,7,5.4,06:06 Ayuk,07:57 Nungthil,Excellent,No,12-08-2024,02-06-2026
