Record_ID,Place_ID,Year,Month_Number,Month_Name,Season,Domestic_Visitors,Foreign_Visitors,Total_Visitors,Male_Visitors,Female_Visitors,Children_Visitors,Senior_Citizen_Visitors,Student_Visitors,Group_Visitors,Solo_Visitors,Average_Visit_Duration_Hours,Average_Spending_INR,Weather_Condition,Special_Event,Festival_Season,Visitor_Satisfaction,Revenue_INR,Growth_Percentage,Remarks,Created_Date,Updated_Date
VS000399,MP034,2023,3,March,Spring,9576,1180,10756,5600,5156,812,995,1377,4208,6548,4.7,768.14,Clear,No,No,4.7,8262113.84,6.9,Festival Crowd,15-05-2023,05-07-2025
VS000400,MP034,2025,4,April,Spring,8125,768,8893,4713,4180,1064,649,803,2779,6114,3.9,579.97,Foggy,No,No,3.9,5157673.21,28.8,Holiday Rush,14-06-2023,23-08-2025
VS000401,MP034,2023,5,May,Summer,8239,572,8811,4449,4362,906,833,1179,3508,5303,2.3,1183.29,Cloudy,Yes,No,4.3,10425968.19,-14.7,Normal Traffic,10-10-2024,02-05-2025
VS000402,MP034,2025,6,June,Summer,6602,309,6911,3701,3210,395,490,991,1810,5101,1.5,951.45,Cloudy,Yes,No,4.7,6575470.95,3.1,Off Season,13-04-2024,07-11-2025
VS000403,MP034,2024,7,July,Monsoon,5429,691,6120,2978,3142,704,565,796,2388,3732,4.8,983.11,Cloudy,Yes,No,3.8,6016633.2,-2.7,Heavy Rain,11-07-2025,13-07-2025
VS000404,MP034,2025,8,August,Monsoon,5674,305,5979,2965,3014,693,593,887,1600,4379,3.5,739.76,Foggy,No,No,4.8,4423025.04,33,Heavy Rain,09-05-2023,14-02-2025
VS000405,MP034,2025,9,September,Monsoon,7119,211,7330,3623,3707,734,379,601,1842,5488,3.2,1111.28,Rainy,No,No,4.7,8145682.4,11.3,Rain Affected,24-06-2023,19-08-2025
VS000406,MP034,2025,10,October,Autumn,11163,678,11841,5472,6369,900,933,1185,4620,7221,3.9,1150.12,Rainy,Yes,Yes,4.5,13618570.92,-2.6,Rain Affected,16-07-2025,02-08-2025
VS000407,MP034,2023,11,November,Autumn,12751,650,13401,6234,7167,1582,1305,1774,4157,9244,3.5,628.1,,Yes,No,4.3,8417168.1,-19.4,Rain Affected,14-11-2024,12-04-2025
VS000408,MP034,2023,12,December,Winter,17158,2321,19479,9556,9923,2186,1933,2401,7255,12224,3.6,905.22,Sunny,Yes,No,4.1,17632780.38,20.2,New Year Rush,01-11-2023,01-03-2025
VS000409,MP035,2025,1,January,Winter,13608,1515,15123,8271,6852,1216,770,2221,5129,9994,3.1,443.88,Rainy,Yes,No,3.9,6712797.24,19.8,Winter Vacation,17-10-2024,06-02-2025
VS000410,MP035,2024,2,Febauryruaury,Winter,14169,986,15155,7095,8060,1139,1501,1613,5688,9467,4.2,736.15,Rainy,No,No,4.7,11156353.25,-11,Festival Crowd,08-12-2024,11-02-2025
VS000411,MP035,2024,3,March,Spring,11654,767,12421,6312,6109,835,972,1265,3908,8513,1.9,565.1,Clear,Yes,No,4.2,7019107.1,5.7,Normal Traffic,10-02-2024,12-07-2025
VS000412,MP035,2024,4,April,Spring,9006,1097,10103,5091,5012,925,753,1068,2582,7521,5.7,1179.55,Sunny,No,No,4.2,11916993.65,-13.9,Festival Crowd,16-12-2024,06-02-2025
VS000413,MP035,2023,5,May,Summer,8368,342,8710,4087,4623,928,520,1171,2232,6478,5.7,863.26,Clear,Yes,No,4.9,7518994.6,-13.8,Rain Affected,10-04-2024,14-08-2025
VS000414,MP035,2023,6,June,Summer,6133,306,6439,3326,3113,533,321,926,1861,4578,5.4,943.71,Clear,Yes,No,4.4,6076548.69,32.3,Peak Season,04-03-2024,01-08-2025
VS000415,MP035,2024,7,July,Monsoon,4116,237,4353,2332,2021,396,393,439,1410,2943,2.5,954.68,Clear,Yes,No,5.7,4155722.04,33.8,Monsoon Season,02-12-2023,01-03-2025
VS000416,MP035,2024,8,August,Monsoon,4717,292,5009,2537,2472,525,414,701,1401,3608,2.9,443.46,Sunny,Yes,No,4.2,2221291.14,1,Rain Affected,24-04-2024,19-08-2025
VS000417,MP035,2023,9,September,Monsoon,5386,743,6129,3314,2815,532,569,589,1807,4322,5.9,505.79,Clear,Yes,No,4,3099986.91,1.3,Peak Season,24-11-2025,16-01-2025
VS000418,MP035,2024,10,October,Autumn,8926,626,9552,5204,4348,656,886,921,2451,7101,4.5,898.68,Rainy,No,Yes,4.5,8584191.36,-11.8,Normal Traffic,04-04-2023,21-12-2025
VS000419,MP035,2024,11,November,Autumn,9629,222,9851,4900,4951,684,846,1000,3427,6424,3.4,560.61,Windy,No,Yes,4.4,5522569.11,-11.9,Off Season,19-04-2024,05-05-2025
VS000420,MP035,2024,12,December,Winter,15380,1006,16386,7427,8959,844,1506,1972,6270,10116,6,688.96,Foggy,No,No,4.5,3096843.47,-7.8,Peak Season,13-12-2025,20-05-2025
VS000421,MP036,2024,1,January,Winter,12688,866,13554,6351,7203,1220,926,1103,4025,9529,2.9,847.84,Foggy,No,No,4.2,11491623.36,-16.5,Peak Season,09-07-2025,24-06-2025
VS000422,MP036,2024,2,February,Winter,13605,1403,15008,7077,7931,1785,777,1342,5896,9112,3.9,503.53,Rainy,Yes,No,4.3,7556978.24,26.8,Holiday Rush,06-06-2024,01-06-2025
VS000423,MP036,2024,3,March,Spring,11601,835,12436,6392,6044,1383,972,1058,4081,8355,5.5,748.73,Rainy,No,No,4.6,9311206.28,1.4,Peak Season,24-08-2023,07-03-2025
VS000424,MP036,2024,4,April,Spring,11358,1422,12780,6389,6391,1383,765,1848,4396,8384,3.1,969.31,Foggy,No,No,4.1,12387781.8,30.1,Rain Affected,10-06-2025,19-10-2025
VS000425,MP036,2025,5,May,Summer,6970,465,7435,3404,4031,611,642,643,2443,4992,5.9,872.67,Cloudy ,Yes,No,4,6488301.45,28.7,Normal Traffic ,22-06-2024,11-01-2025
VS000426,MP036,2025,6,June,Summer,6286,429,6715,3246,3469,692,668,630,1987,4728,1.6,1122.49,Rainy,No,No,4.3,7537520.35,-15.6,Peak Season,07-11-2024,18-06-2025
VS000427,MP036,2025,7,July,Monsoon,4598,666,5264,2889,2375,576,494,515,1807,3457,4.1,1056.01,Windy,Yes,No,4.2,5558836.64,16.1,Rain Affected,13-08-2024,01-02-2025
VS000428,MP036,2024,8,August,Monsoon,4905,202,5107,2711,2396,398,347,688,1627,3480,1.9,450.8,Windy,No,No,4.1,2302235.6,32,Rain Affected,04-02-2025,19-04-2025
VS000429,MP036,2025,9,September,Monsoon,6585,715,7300,3428,3872,580,439,679,2048,5252,4.7,864.15,Sunny,No,No,4.7,6308295,-13.3,Peak Season,06-05-2023,15-11-2025
VS000430,MP036,2023,10,October,Autumn,8849,1212,10061,5487,4574,1100,471,1307,3798,6263,3.1,806.64,Windy,Yes,No,4.3,8115605.04,-7.1,Holiday Rush,04-11-2023,09-06-2025
VS000431,MP036,2023,11,November,Autumn,13841,764,14605,7878,6727,1592,1290,1703,4629,9976,2.5,473.19,Clear,No,No,4.5,6910939.95,0.4,Weekend Rush,11-06-2024,25-06-2025
VS000432,MP036,2023,12,December,Winter,12583,689,13272,6728,6544,1324,586,1456,4982,8290,2.6,436.66,Windy,Yes,No,4.1,5795351.52,24.7,Peak Season,23-12-2023,10-12-2025
VS000433,MP037,2024,1,January,Winter,12363,985,13348,7084,6264,1172,815,1337,3487,9861,5.1,543.05,Sunny,No,No,4.3,7248631.4,9,Peak Season,13-04-2023,14-03-2025
VS000434,MP037,2025,2,February,Winter,13130,557,13687,6188,7499,1161,896,1576,3935,9752,3.4,985.1,Cloudy,Yes,No,4.5,13483063.7,-17.1,Weekend Rush,07-10-2023,14-01-2025
VS000435,MP037,2025,3,March,Spring,11111,651,11762,5928,5834,1349,495,1325,3746,8016,5.9,618.39,Rainy,Yes,No,4.8,7273503.18,16.2,Peak Season,18-03-2024,08-08-2025
VS000436,MP037,2025,4,April,Spring,10328,1361,11689,6346,5343,1194,1159,1221,3403,8286,4.3,987.97,Sunny,No,Yes,3.9,11548381.33,21.4,Off Season,01-07-2025,04-02-2025
VS000437,MP037,2023,5,May,Summer,6447,389,6836,3415,3421,533,393,726,1827,5009,2.1,750.65,Windy,No,No,4.2,5131443.4,0,Holiday Rush,02-10-2024,02-05-2025
VS000438,MP037,2025,6,June,Summer,6825,234,7059,3240,3819,542,457,663,1878,5181,3.7,598.43,Cloudy,Yes,No,4,4224317.37,12.6,Festival Crowd,02-08-2023,13-05-2025
VS000439,MP037,2023,7,July,Monsoon,5358,279,5637,2637,3000,323,280,792,1488,4149,3.2,1114.8,Sunny,Yes,No,4.8,6284127.6,9,Rain Affected,23-11-2023,23-07-2025
VS000440,MP037,2023,8,August,Monsoon,5059,612,5671,3112,2559,632,302,477,2248,3423,4.2,720.22,Cloudy,No,No,4.5,4084367.62,34.1,Heavy Rain,07-08-2023,20-10-2025
VS000441,MP037,2025,9,September,Monsoon,5237,782,6019,3228,2791,660,526,751,2165,3854,2.5,1184.75,Clear,No,No,3.9,7131010.25,-4.8,Rain Affected,08-12-2023,09-06-2025
VS000442,MP037,2025,10,October,Autumn,10137,297,10434,5178,5256,1184,724,1258,3512,6922,4.5,1027.02,Clear,No,Yes,3.9,10715926.68,-12.3,Normal Traffic,03-07-2024,15-01-2025
VS000443,MP037,2023,11,November,Autumn,10293,935,11228,5824,5404,1139,815,1176,3065,8163,2.7,688.63,Windy,No,No,4.7,7731937.64,-9.1,Normal Traffic,03-12-2023,09-12-2025
VS000444,MP037,2023,12,December,Winter,15682,335,16017,7632,8385,1585,931,1901,5287,10730,3.6,1194.61,Clear,Yes,No,4.8,19134068.37,26.9,Winter Vacation,18-05-2023,04-06-2025
VS000445,MP038,2025,1,January,Winter,12165,1422,13587,6296,7291,1175,1087,1825,5374,8213,2.1,668.22,Cloudy,Yes,No,4.4,9079105.14,15.2,New Year Rush,17-08-2024,24-09-2025
VS000446,MP038,2025,2,February,Winter,14159,1767,15926,7223,8703,1288,949,2155,4034,11892,3.1,579.62,Rainy,Yes,No,4.4,9231028.12,11.2,Holiday Rush,13-12-2024,08-01-2025
VS000447,MP038,2023,3,March,Spring,9858,832,10690,5074,5616,870,492,1404,3112,7578,2.4,701.96,Rainy,No,No,4.1,7503952.4,-16.1,Festival Crowd,03-08-2024,11-06-2025
VS000448,MP038,2025,4,April,Spring,9180,514,9694,4543,5151,1154,881,941,3448,6246,4.5,791,Rainy,No,Yes,4.7,7667954,-14.3,Rain Affected,24-01-2025,08-01-2025
VS000449,MP038,2024,5,May,Summer,7134,911,8045,3855,4190,490,753,900,3003,5042,2.7,917.66,Foggy,Yes,No,4.2,7382574.7,12.6,Rain Affected,21-10-2023,04-07-2025
VS000450,MP038,2025,6,June,Summer,5858,776,6634,3024,3610,638,314,609,2309,4325,2.7,1152.31,Windy,Yes,No,4.3,7644424.54,26,Normal Traffic,14-05-2025,08-12-2025
VS000451,MP038,2025,7,July,Monsoon,4431,391,4822,2263,2559,459,439,574,1267,3555,3,583.88,Foggy,No,No,4.4,2815469.36,19.1,Heavy Rain,14-09-2025,18-06-2025
VS000452,MP038,2023,8,August,Monsoon,5866,507,6373,3031,3342,643,371,864,2302,4071,2.6,432.51,Windy,Yes,No,4.4,2756386.23,-13.7,Monsoon Season,17-03-2024,14-09-2025
VS000453,MP038,2025,9,September,Monsoon,5751,520,6271,3290,2981,560,305,521,1695,4576,4.8,1111.61,Cloudy,Yes,No,4.5,6970906.31,10.4,Rain Affected,13-01-2023,21-08-2025
VS000454,MP038,2023,10,October,Autumn,9022,928,9950,5099,4851,946,500,889,2557,7393,4,633.05,Cloudy,No,No,4.4,6298847.5,3.6,Weekend Rush,25-04-2023,04-04-2025
VS000455,MP038,2025,11,November,Autumn,9930,1304,11234,5530,5704,950,935,1201,3888,7346,4.5,519.85,Rainy,No,Yes,4,5839994.9,-17.2,Holiday Rush,22-12-2025,25-05-2025
VS000456,MP038,2023,12,December,Winter,12362,1820,14182,6876,7306,1575,1363,1932,5671,8511,5.3,899.07,Windy,No,No,4.3,12750610.74,-17.5,Peak Season,04-12-2023,09-11-2025
VS000457,MP039,2024,1,January,Winter,16404,2000,18404,8685,9719,1472,1745,2298,6869,11535,5.6,515.66,Cloudy,No,No,4.1,9490206.64,2.5,New Year Rush,24-07-2025,18-12-2025
VS000458,MP039,2023,2,February,Winter,14390,492,14882,7907,6975,767,904,1217,5912,8970,3.6,1166.69,Sunny,No,No,4.4,17362680.58,-16.3,Normal Traffic,18-03-2025,23-02-2025
VS000459,MP039,2023,3,March,Spring,8823,1278,10101,5362,4739,945,476,1347,2673,7428,5.5,525.64,Windy,Yes,No,3.8,5309489.64,24.3,Weekend Rush,11-01-2024,01-01-2025
VS000460,MP039,2025,4,April,Spring,11297,398,11695,6371,5324,1216,1067,1532,3898,7797,4.9,723.53,Sunny,Yes,No,4.6,8461683.35,-11.8,Normal Traffic,06-06-2023,13-02-2025
VS000461,MP039,2023,5,May,Summer,7546,986,8532,4377,4155,595,799,832,3244,5288,2.7,1056.57,Foggy,No,No,4.7,9014655.24,-14.4,Off Season,21-06-2023,15-03-2025
VS000462,MP039,2025,6,June,Summer,4856,276,5132,2546,2586,514,264,655,2042,3090,4,609.79,Clear,No,No,3.8,3129442.28,3.8,Rain Affected,11-02-2024,04-02-2025
VS000463,MP039,2025,7,July,Monsoon,5302,450,5752,2928,2824,464,459,796,1621,4131,5,696.09,Cloudy,Yes,No,4.3,4003909.68,-5.5,Monsoon Season,08-05-2025,06-01-2025
VS000464,MP039,2025,8,August,Monsoon,5740,245,5985,3051,2934,637,464,597,1952,4033,5.3,1157.58,Windy,No,No,4.1,6928116.3,22.5,Heavy Rain,04-06-2024,08-04-2025
VS000465,MP039,2025,9,September,Monsoon,6011,134,6145,3157,2988,656,327,605,1977,4168,1.8,561.58,Cloudy,Yes,No,4.7,3450909.1,-12.1,Rain Affected,19-02-2025,02-12-2025
VS000466,MP039,2023,10,October,Autumn,8640,1154,9794,4847,4947,936,616,1022,3494,6300,3.6,1013.79,Clear,No,No,4.1,9929059.26,19.2,Festival Crowd,18-04-2025,25-10-2025
VS000467,MP039,2023,11,November,Autumn,13321,278,13599,6823,6776,1576,1082,1453,4256,9343,5.2,510.3,Sunny,Yes,Yes,4.6,6939569.7,8,Holiday Rush,12-08-2025,17-06-2025
VS000468,MP039,2025,12,December,Winter,14793,1594,16387,7872,8515,1784,1043,2277,5023,11364,5.3,406.8,Windy,No,No,4.8,6666231.6,6.8,New Year Rush,24-05-2023,05-01-2025
VS000469,MP040,2023,1,January,Winter,15078,1735,16813,8893,7920,1156,1426,1583,6433,10380,5.7,978.92,Foggy,No,No,4.8,16458581.96,-16.2,Winter Vacation,24-06-2023,12-07-2025
VS000470,MP040,2024,2,February,Winter,12583,1763,14346,7664,6682,1276,991,2052,5409,8937,3.4,1053.16,Windy,Yes,No,4.7,15108633.36,13.6,Peak Season,20-07-2023,25-04-2025
VS000471,MP040,2024,3,March,Spring,11293,1325,12618,6297,6321,892,661,1345,3464,9154,4.4,991.28,Cloudy,Yes,Yes,3.8,12507971.04,27.1,Holiday Rush,22-05-2024,17-09-2025
VS000472,MP040,2025,4,April,Spring,11312,1193,12505,6589,5916,984,882,1025,4107,8398,1.6,1007.87,Clear,Yes,No,4.6,12603414.35,26.6,Normal Traffic,18-10-2024,02-12-2025
VS000473,MP040,2025,5,May,Summer,6466,742,7208,3372,3836,777,556,928,2271,4937,3.2,590.33,Clear,Yes,No,4.2,4255098.64,31.4,Peak Season,14-12-2024,04-12-2025
VS000474,MP040,2024,6,June,Summer,5650,658,6308,3324,2984,450,520,680,1920,4388,2.7,955.87,Sunny,Yes,No,4.3,6029627.96,2.3,Weekend Rush,19-04-2025,02-06-2025
VS000475,MP040,2023,7,July,Monsoon,5042,537,5579,2547,3032,303,260,805,1628,3951,4.1,548.62,Foggy,Yes,No,3.9,3060750.98,22,Monsoon Season,07-10-2023,18-09-2025
VS000476,MP040,2025,8,August,Monsoon,4622,256,4878,2677,2201,530,286,668,1636,3242,3.7,1073.04,Foggy,No,No,4,5234289.12,-2.4,Rain Affected,17-10-2025,18-03-2025
VS000477,MP040,2023,9,September,Monsoon,6182,473,6655,3179,3476,696,436,578,1814,4841,2.5,581.67,Windy,No,No,3.8,3871013.85,-10,Peak Season,14-09-2025,01-11-2025
VS000478,MP040,2023,10,October,Autumn,10692,1373,12065,6474,5591,674,916,1765,4616,7449,5.2,1193.68,Foggy,No,Yes,4.7,14401749.2,-2.1,Weekend Rush,15-11-2023,18-03-2025
VS000479,MP040,2023,11,November,Autumn,11224,549,11773,5552,6221,874,871,974,3189,8584,4.7,1100.12,Sunny,No,Yes,4.4,12951712.76,22.9,Normal Traffic,08-12-2023,07-07-2025
VS000480,MP040,2023,12,December,Winter,16148,376,16524,8326,8198,1760,1143,1829,6276,10248,1.9,906.18,Clear,Yes,No,4.8,14973718.32,-2.1,Winter Vacation,01-06-2023,19-09-2025
VS000481,MP041,2023,1,January,Winter,11451,1543,12994,6187,6807,1258,687,1609,3381,9613,1.6,969.74,Sunny,Yes,No,4.5,12600801.56,8.6,Winter Vacation,02-02-2023,08-11-2025
VS000482,MP041,2025,2,February,Winter,15395,386,15781,7689,8092,1318,953,1770,4060,11721,6,580.52,Cloudy,Yes,No,4.8,9161186.12,27.8,Weekend Rush,01-03-2025,10-09-2025
VS000483,MP041,2024,3,March,Spring,11751,656,12407,6784,5623,1204,1177,1695,3864,8543,3.1,1055.49,Sunny,Yes,No,3.9,13095464.43,21.4,Festival Crowd,08-10-2024,15-05-2025
VS000484,MP041,2023,4,April,Spring,10769,641,11410,5944,5466,1139,871,1027,3242,8168,2.4,979.98,Sunny,Yes,No,4.5,11181571.8,15.1,Weekend Rush,04-08-2025,22-05-2025
VS000485,MP041,2024,5,May,Summer,7382,1097,8479,4489,3990,489,442,1260,2508,5971,4.7,410.56,Cloudy,No,No,4.9,3481138.24,2.1,Weekend Rush,08-09-2025,19-11-2025
VS000486,MP041,2024,6,June,Summer,5039,422,5461,2974,2487,493,320,536,2095,3366,3.4,587.6,Windy,Yes,No,4.2,3208883.6,-19.7,Holiday Rush,14-09-2025,10-11-2025
VS000487,MP041,2024,7,July,Monsoon,5735,136,5871,2649,3222,497,564,488,1538,4333,4.3,621.24,Windy,Yes,No,4.3,3647300.04,-2.1,Rain Affected,07-02-2025,19-03-2025
VS000488,MP041,2023,8,August,Monsoon,5279,696,5975,2694,3281,339,407,581,1734,4241,4.1,437.04,Sunny,No,No,3.8,2611314,22.6,Heavy Rain,02-01-2024,22-10-2025
VS000489,MP041,2023,9,September,Monsoon,6743,921,7664,4001,3663,721,683,1028,2513,5151,5.6,677.42,Sunny,No,No,4.3,5191746.88,17.4,Weekend Rush,25-04-2025,14-02-2025
VS000490,MP041,2025,10,October,Autumn,10520,1459,11979,5903,6076,1258,1158,1538,3212,8767,4.3,937.52,Windy,No,No,3.9,11230552.08,14,Festival Crowd,01-01-2023,18-12-2025
VS000491,MP041,2025,11,November,Autumn,12271,729,13000,6200,6800,939,737,1606,4513,8487,4.2,1030.97,Cloudy,Yes,Yes,4.7,13402610,32.7,Peak Season,21-04-2025,10-08-2025
VS000492,MP041,2025,12,December,Winter,13764,1945,15709,8367,7342,1314,1244,1647,5887,9822,4.8,623.18,Clear,Yes,No,3.9,9789534.62,21.5,Winter Vacation,24-06-2025,07-06-2025
VS000493,MP042,2023,1,January,Winter,15617,1521,17138,8426,8712,1789,971,2066,4691,12447,1.7,888.59,Cloudy,Yes,No,3.9,15228655.42,-3,Winter Vacation,22-04-2025,06-10-2025
VS000494,MP042,2025,2,February,Winter,13460,572,14032,7299,6733,928,767,1168,4042,9990,3,523.34,Sunny,No,No,4.4,7343506.88,13.7,Rain Affected,25-11-2025,22-03-2025
VS000495,MP042,2025,3,March,Spring,11957,509,12466,6046,6420,771,777,1069,4824,7642,1.6,1140.75,Sunny,No,Yes,4.4,14220589.5,14,Holiday Rush,12-01-2025,16-02-2025
VS000496,MP042,2023,4,April,Spring,10376,1160,11536,5362,6174,1127,777,1066,3341,8195,2.3,993.46,Sunny,No,Yes,4.6,11460554.56,-10.3,Peak Season,03-01-2025,02-04-2025
VS000497,MP042,2025,5,May,Summer,8360,658,9018,4643,4375,653,689,1327,2632,6386,1.9,766.01,Rainy,No,No,4.6,6907878.18,34.1,Peak Season,08-08-2023,16-03-2025
VS000498,MP042,2023,6,June,Summer,5889,367,6256,3280,2976,713,273,661,2353,3903,3.2,1126.72,Foggy,No,No,4.4,7048760.32,-2.3,Rain Affected,15-04-2023,25-03-2025
VS000499,MP042,2024,7,July,Monsoon,4536,645,5181,2532,2649,266,401,767,1624,3557,2.7,1168.85,Windy,Yes,No,4.9,6055811.85,-15.1,Heavy Rain,20-12-2023,15-06-2025
VS000500,MP042,2023,8,August,Monsoon,4299,201,4500,2028,2472,455,435,620,1624,2876,4,451.88,Cloudy,No,No,4.8,2033460,-15,Heavy Rain,13-01-2025,03-06-2025
VS000501,MP042,2024,9,September,Monsoon,4997,624,5621,2946,2675,369,298,450,2095,3526,3.1,1100.45,Sunny,No,No,4.7,6185629.45,18.9,Normal Traffic,07-05-2025,02-07-2025
VS000502,MP042,2024,10,October,Autumn,11107,829,11936,6525,5411,1293,901,1568,3471,8465,5,934.6,Sunny,Yes,No,4.4,11155385.6,-5.3,Festival Crowd,05-05-2024,23-10-2025
VS000503,MP042,2023,11,November,Autumn,13896,1634,15530,8474,7056,1256,885,1775,6007,9523,1.8,711.78,Rainy,No,Yes,4.6,11053943.4,-16,Weekend Rush,21-07-2025,10-10-2025
VS000504,MP042,2025,12,December,Winter,15337,2209,17546,8761,8785,1706,950,1736,5519,12027,3.4,806.02,Foggy,No,No,4.5,14142426.92,27.9,Peak Season,19-08-2025,12-07-2025
VS000505,MP043,2025,1,January,Winter,14843,449,15292,7789,7503,1360,1310,2107,4874,10418,4,1057.68,Rainy,No,No,4.9,16174042.56,23.3,Peak Season,02-03-2023,15-04-2025
VS000506,MP043,2025,2,February,Winter,11093,1438,12531,6599,5932,1428,1011,1564,3337,9194,2,421.2,Cloudy,Yes,No,4.5,5278057.2,23.7,Holiday Rush,03-05-2024,20-10-2025
VS000507,MP043,2025,3,March,Spring,12106,616,12722,6545,6177,1058,853,1582,4905,7817,1.8,1174.57,,No,No,4.5,14942879.54,-19.3,Festival Crowd,05-03-2024,14-08-2025
VS000508,MP043,2024,4,April,Spring,9887,245,10132,4657,5475,637,952,1021,2615,7517,2.5,800,Clear,Yes,No,4,8105600,-4.6,Peak Season,11-05-2025,16-01-2025
VS000509,MP043,2024,5,May,Summer,6961,677,7638,3703,3935,438,365,789,2332,5306,3.8,1009.37,Rainy,No,No,4.6,7709568.06,-9.6,Holiday Rush,04-02-2024,11-12-2025
VS000510,MP043,2023,6,June,Summer,4807,715,5522,2710,2812,399,533,595,1943,3579,4.5,682.2,Cloudy,No,No,4.8,3767108.4,18.6,Peak Season,24-09-2024,03-04-2025
VS000511,MP043,2023,7,July,Monsoon,5381,158,5539,2733,2806,546,348,669,1653,3886,2.7,887.95,Sunny,No,No,4.5,4918355.05,10.7,Rain Affected,10-03-2024,17-08-2025
VS000512,MP043,2024,8,August,Monsoon,5111,590,5701,3122,2579,671,442,809,2217,3484,3.1,1003.02,Rainy,No,No,3.9,5718217.02,32.8,Monsoon Season,17-07-2024,01-10-2025
VS000513,MP043,2024,9,September,Monsoon,6536,273,6809,3355,3454,391,512,769,2034,4775,5.8,691.33,Rainy,No,No,4,4707265.97,-18.6,Weekend Rush,09-07-2025,17-01-2025
VS000514,MP043,2023,10,October,Autumn,8556,297,8853,4788,4065,619,723,766,2811,6042,4.8,946.37,Clear,No,No,4.1,8378213.61,-17.4,Peak Season,03-02-2023,25-07-2025
VS000515,MP043,2024,11,November,Autumn,12101,266,12367,6131,6236,1178,663,1354,3447,8920,3.6,841.65,Rainy,No,No,4.1,10408685.55,24.6,Holiday Rush,10-09-2024,19-09-2025
VS000516,MP043,2023,12,December,Winter,12668,888,13556,7371,6185,1378,990,1727,5128,8428,2.6,1023.88,Cloudy,Yes,No,4.7,13879717.28,25.2,Winter Vacation,11-09-2025,01-05-2025
VS000517,MP044,2024,1,January,Winter,11234,1128,12362,6396,5966,725,582,1701,4064,8298,3.2,728.77,Windy,No,No,4.9,9009054.74,-7.2,New Year Rush,23-11-2023,03-09-2025
VS000518,MP044,2024,2,February,Winter,10662,642,11304,5726,5578,1336,823,1293,3542,7762,3.9,982.71,Windy,No,No,4.2,11108553.84,18.3,Peak Season,03-07-2025,18-09-2025
VS000519,MP044,2025,3,March,Spring,12922,849,13771,6415,7356,1316,779,1522,5105,8666,4.6,858.15,Windy,Yes,Yes,4.8,11817583.65,26.8,Holiday Rush,09-08-2024,11-01-2025
VS000520,MP044,2025,4,April,Spring,9719,682,10401,5480,4921,1184,808,876,2969,7432,4.2,945.4,Clear,No,No,4.4,9833105.4,-1.2,Weekend Rush,09-05-2024,20-12-2025
VS000521,MP044,2024,5,May,Summer,5768,386,6154,2934,3220,445,293,755,1726,4428,5.1,1046.69,Rainy,Yes,No,4.8,6441330.26,23.7,Off Season,14-03-2025,09-11-2025
VS000522,MP044,2023,6,June,Summer,4894,217,5111,2316,2795,508,230,650,1889,3222,3,686.1,Cloudy,No,No,4.3,3506657.1,7.9,Holiday Rush,06-07-2024,18-03-2025
VS000523,MP044,2025,7,July,Monsoon,4170,219,4389,2282,2107,271,401,605,1407,2982,1.7,753.16,Rainy,Yes,No,4.8,3305619.24,-14.8,Rain Affected,01-10-2024,13-02-2025
VS000524,MP044,2025,8,August,Monsoon,5325,413,5738,2766,2972,403,488,555,2156,3582,1.8,1020.25,Rainy,Yes,No,4.1,5854194.5,5.8,Monsoon Season,20-03-2023,03-09-2025
VS000525,MP044,2025,9,September,Monsoon,5996,711,6707,3189,3518,349,329,707,2200,4507,2.4,949.21,Rainy,No,No,4.4,6366351.47,-10.8,Festival Crowd,02-08-2025,17-06-2025
VS000526,MP044,2025,10,October,Autumn,10113,550,10663,5817,4846,844,579,1310,3656,7007,2.5,815.65,Foggy,No,No,3.8,8697275.95,-10,Off Season,15-10-2025,16-03-2025
VS000527,MP044,2024,11,November,Autumn,12833,1416,14249,7410,6839,1578,781,1567,4867,9382,2.1,1046.85,Sunny,Yes,No,4.5,14916565.65,-19,Weekend Rush,23-09-2024,23-02-2025
VS000528,MP044,2024,12,December,Winter,12785,951,13736,6450,7286,1422,866,1272,4101,9635,5.9,1043.33,Windy,No,No,4.1,14331180.88,-2.9,Peak Season,04-05-2024,22-11-2025
VS000529,MP045,2024,1,January,Winter,15627,1832,17459,7972,9487,954,1666,1634,6413,11046,4.9,1138.24,Windy,Yes,No,4.4,19872532.16,-17.4,New Year Rush,17-04-2024,03-09-2025
VS000530,MP045,2025,2,February,Winter,13400,327,13727,6976,6751,1381,601,1847,4101,9626,5.4,486.1,Cloudy,No,No,4.2,6672694.7,24.7,Holiday Rush,09-11-2023,06-07-2025
VS000531,MP045,2023,3,March,Spring,9245,671,9916,5191,4725,750,647,1187,2493,7423,2.8,1115.65,Windy,No,No,4.2,11062785.4,-4.2,Off Season,07-01-2023,01-06-2025
VS000532,MP045,2024,4,April,Spring,9367,234,9601,4764,4837,947,791,1092,2917,6684,3.5,612.54,Sunny,No,Yes,4.1,5880996.54,5.4,Holiday Rush,09-08-2023,05-10-2025
VS000533,MP045,2023,5,May,Summer,7384,595,7979,4209,3770,827,563,915,2381,5598,3.8,955.53,Cloudy,No,No,4.1,7624173.87,17.7,Off Season,22-02-2024,25-06-2025
VS000534,MP045,2024,6,June,Summer,6339,948,7287,3947,3340,554,569,814,2438,4849,3.3,647.39,Windy,Yes,No,4.6,4717530.93,2.6,Holiday Rush,20-02-2024,24-09-2025
